10500	1	4.378E+20	-3425798.381	-1263321.716	-542242.9612	166.029264	-161.943623	-220.401795	7789.916175	32844527.67	73492433837	-89629692.14	3000	71738.97588
10501	1	4.378E+20	-3425202.367	-1263565.954	-180513.5275	276.121376	-206.354869	-29.112158	8647.806677	36873820.28	92343263611	-90012693.8	3000	77152.8359
10502	1	4.378E+20	-3425206.042	-1263565.751	180504.5713	275.274739	-206.022223	27.544311	8645.750921	36864317.81	92294024327	-89997810.7	3000	77139.86368
10503	1	4.378E+20	-3425746.596	-1263232.217	542337.2695	175.408548	-144.399262	237.887257	7710.15949	32476222.05	71883181959	-89578911.24	3000	71228.05499
10504	1	4.378E+20	-3426547.053	-901831.4779	-902013.934	26.568186	-14.117115	-48.729444	7128.703973	29752220.31	59775367141	-89823282.2	3000	67515.95912
10505	1	4.378E+20	-3426785.259	-900481.4502	-541440.0632	-20.968883	236.953631	-68.43774	8112.3352	34362721.02	80133089250	-90518974.72	3000	73786.8568
10506	1	4.378E+20	-3426535.596	-899770.4069	-180396.8648	24.036855	366.142507	-7.316327	8349.807536	35488894.66	85337300537	-90839332.85	3000	75284.27081
10507	1	4.378E+20	-3426530.517	-899766.7642	180403.4596	25.006462	366.936199	8.961678	8345.270603	35467515.91	85235820175	-90827751.02	3000	75255.6096
10508	1	4.378E+20	-3426571.026	-900487.5261	541687.2678	19.852177	235.525203	114.424602	7871.266581	33220120.75	75133349826	-90462410.95	3000	72264.90051
10509	1	4.378E+20	-3426046.784	-901882.6079	901885.7557	121.59254	-23.650721	24.857813	6527.189467	27070052.91	46827137542	-89702775.78	3000	63645.23205
10510	1	4.378E+20	-3425383.806	-541979.0988	-1263209.403	245.698152	-171.637178	-140.188596	6984.737505	29088590.09	56709142686	-89510039.02	3000	66571.32056
10511	1	4.378E+20	-3426637.092	-541383.4969	-900832.8152	7.795442	-57.978847	171.542564	7866.925488	33200078.01	75045785796	-90471645.28	3000	72236.70783
10512	1	4.378E+20	-3427504.898	-540793.0914	-540800.6303	-157.860851	53.057588	49.152988	7530.938773	31639868.77	68207409969	-91006608.36	3000	70072.00886
10513	1	4.378E+20	-3427555.153	-540742.9642	-180327.572	-167.52281	63.537405	4.460114	7520.457821	31590958.25	67992448266	-91292437.65	3000	70005.19499
10514	1	4.378E+20	-3427554.997	-540739.0586	180328.2714	-167.481841	63.917791	-4.32418	7520.407789	31590724.77	67991422124	-91288082.11	3000	70004.87626
10515	1	4.378E+20	-3427446.902	-540876.7551	540870.4888	-147.283209	35.81532	-36.746169	7470.076066	31355777.28	66958677061	-90986135.86	3000	69685.04995
10516	1	4.378E+20	-3426615.683	-541631.5577	900565.1183	11.589392	-104.138636	-221.465972	7868.6805	33208180.86	75081186076	-90448977.04	3000	72248.1038
10517	1	4.378E+20	-3425947.238	-542061.4527	1263406.197	138.538176	-186.939943	177.726831	7539.071198	31677819.63	68374203964	-89531351.86	3000	70123.9117
10518	1	4.378E+20	-3425450.656	-179807.6683	-1263360.227	231.768732	101.392683	-168.721953	7560.626641	31778410.49	68816300705	-89857246.29	3000	70261.73812
10519	1	4.378E+20	-3426615.327	-180012.6233	-900337.5449	11.379435	63.344651	265.370055	7981.477165	33734396.21	77381596527	-90759879.88	3000	72961.11325
10520	1	4.378E+20	-3427335.102	-180093.8781	-540744.2905	-125.361306	49.041884	60.590874	7264.988599	30385391.91	62664642282	-91243466.52	3000	68366.77628
10521	1	4.378E+20	-3427548.927	-180266.5615	-180416.9209	-164.98273	17.407135	-10.928917	7402.79761	31037444.67	65550029148	-91544706.7	3000	69248.72582
10522	1	4.378E+20	-3427615.562	-180342.496	180343.8914	-177.646686	3.299851	-3.091382	7478.895376	31397002.51	67140012941	-91557341.78	3000	69741.10533
10523	1	4.378E+20	-3427554.103	-180326.6496	540735.6923	-167.277541	4.495729	-64.299358	7519.61421	31587021.44	67975146015	-91280781.83	3000	69999.82096
10524	1	4.378E+20	-3426621.314	-180433.8656	899933.8991	8.330194	-14.657229	-337.009567	8340.076223	35443039.16	85119634307	-90804844.52	3000	75222.81208
10525	1	4.378E+20	-3425591.688	-180628.4275	1263873.895	204.0809	-50.897299	266.282742	8282.438364	35171440.39	83830413092	-89920976.33	3000	74860.10046
10526	1	4.378E+20	-3426677.259	180480.5887	-900820.2315	1.309966	23.172807	176.189739	7386.08022	30958345.19	65200007496	-90681722.37	3000	69140.8935
10527	1	4.378E+20	-3426931.659	180354.3165	-540835.7605	-46.90713	0.129181	43.909943	6789.385161	28225134.57	52501679934	-91176148.38	3000	65313.61862
10528	1	4.378E+20	-3427390.246	180340.9474	-180568.6742	-134.700697	-3.270621	-39.542779	7229.003475	30215318.82	61910608779	-91518596.21	3000	68139.18307
10529	1	4.378E+20	-3427609.612	180341.0475	180333.5012	-176.472574	-3.503269	-5.158378	7474.439237	31376207.44	67048618657	-91554466.42	3000	69712.87257
10530	1	4.378E+20	-3427551.088	180335.3964	540736.3388	-166.864068	-3.186	-64.167745	7522.19437	31599062.05	68028064455	-91286091.46	3000	70016.25908
10531	1	4.378E+20	-3426551.693	180365.5577	899797.7968	21.263519	1.998884	-362.341167	8347.681511	35478876.49	85289746436	-90816874.46	3000	75270.83834
10532	1	4.378E+20	-3425304.157	180316.4896	1263664.955	257.93271	-7.532814	225.763197	8585.01844	36583589.75	90839365751	-89965589.77	3000	76757.87278
10533	1	4.378E+20	-3426259.454	541060.2633	-1263146.583	80.268846	0.829382	-129.45671	7016.020274	29231942.02	57376482575	-89476972.3	3000	66779.89087
10534	1	4.378E+20	-3426863.612	540947.1895	-900894.2954	-34.551122	-21.409457	161.683077	7724.245575	32541327.93	72167794630	-90421101.78	3000	71318.11155
10535	1	4.378E+20	-3427071.618	540771.8943	-540820.9563	-74.497312	-56.152778	44.875142	7041.480557	29349496.14	57918497803	-90920118.8	3000	66950.9419
10536	1	4.378E+20	-3427421.977	540727.558	-180482.9167	-142.165654	-65.778308	-24.50289	7366.944326	30867802.4	64799348240	-91255391.29	3000	69017.74728
10537	1	4.378E+20	-3427555.861	540736.9952	180340.9553	-167.55981	-64.552153	-2.337164	7518.776785	31583113.51	67957970639	-91284669.64	3000	69994.48689
10538	1	4.378E+20	-3427511.876	540798.825	540799.9184	-159.82939	-50.41047	-50.172855	7545.792417	31709184.94	68512054492	-91009653.9	3000	70166.84772
